inbound_length_count,inbound_length_mean,inbound_length_std,outbound_length_count,outbound_length_mean,outbound_length_std
0,,,0.009615384615384616,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.002403846153846154,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.002403846153846154,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.01201923076923077,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.01201923076923077,60.0,0.0
0,,,0.01201923076923077,60.0,0.0
0,,,0,138.0,
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.01201923076923077,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0,64.0,
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.002403846153846154,60.0,0.0
0,,,0.01201923076923077,60.0,0.0
0,,,0.2956730769230769,64.06451612903226,66.90944516740139
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,767.8,705.6161846216397
0,,,0.004807692307692308,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,1,40.0,0.0
0,,,0,40.0,
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.01201923076923077,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.002403846153846154,60.0,0.0
0,,,0.014423076923076924,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.014423076923076924,60.0,0.0
0,,,0,73.0,
0,,,0.004807692307692308,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.014423076923076924,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0,73.0,
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0,60.0,
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0,64.0,
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0,114.0,
0,,,0,60.0,
0,,,0.01201923076923077,60.0,0.0
0,,,0.01201923076923077,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.01201923076923077,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0,73.0,
0,,,0,60.0,
0,,,0.009615384615384616,60.0,0.0
0,,,0.002403846153846154,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.016826923076923076,199.75,268.66482038831526
0,,,0.01201923076923077,60.0,0.0
0,,,1,60.0,0.0
0,,,0.01201923076923077,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.014423076923076924,60.0,0.0
0,,,0.01201923076923077,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.036057692307692304,54.5,3.723797345005052
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.014423076923076924,60.0,0.0
0,,,0,114.0,
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0,60.0,
0,,,0.01201923076923077,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.01201923076923077,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.01201923076923077,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0,73.0,
0,,,0.004807692307692308,60.0,0.0
0,,,0.002403846153846154,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.014423076923076924,60.0,0.0
0,,,0.01201923076923077,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.002403846153846154,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.01201923076923077,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.002403846153846154,60.0,0.0
0,,,0.004807692307692308,60.0,0.0
0,,,1,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
0,,,0.009615384615384616,60.0,0.0
0,,,0.007211538461538462,60.0,0.0
